rank,track_name,artist_names,streams,previous_rank,peak_rank,total_days
75,End Game,"Taylor Swift, Ed Sheeran, Future",955849,97,75,8
102,Look What You Made Me Do,Taylor Swift,841094,102,1,116
153,I Don’t Wanna Live Forever (Fifty Shades Darker),"ZAYN, Taylor Swift",659791,162,2,352
170,...Ready For It?,Taylor Swift,625674,184,3,107
