rank,track_name,artist_names,streams,previous_rank,peak_rank,total_days
116,End Game,"Taylor Swift, Ed Sheeran, Future",889114,109,73,13
143,Look What You Made Me Do,Taylor Swift,784650,126,1,121
193,I Don’t Wanna Live Forever (Fifty Shades Darker),"ZAYN, Taylor Swift",635331,179,2,357
