rank,track_name,artist_names,streams,previous_rank,peak_rank,total_days,streak,image_url
13,The Fate of Ophelia,Taylor Swift,3098059,12.0,1,185,185,https://i.scdn.co/image/ab67616d00001e02d7812467811a7da6e6a44902
76,Opalite,Taylor Swift,1587050,69.0,2,185,185,https://i.scdn.co/image/ab67616d00001e02d7812467811a7da6e6a44902
185,Style,Taylor Swift,1124021,158.0,12,358,30,https://i.scdn.co/image/ab67616d00001e0252b2a3824413eefe9e33817a
