rank,track_name,artist_names,streams,previous_rank,peak_rank,total_days,streak,image_url
12,The Fate of Ophelia,Taylor Swift,3466735,14.0,1,187,187,https://i.scdn.co/image/ab67616d00001e02d7812467811a7da6e6a44902
77,Opalite,Taylor Swift,1803580,76.0,2,187,187,https://i.scdn.co/image/ab67616d00001e02d7812467811a7da6e6a44902
156,Style,Taylor Swift,1312632,178.0,12,360,32,https://i.scdn.co/image/ab67616d00001e0252b2a3824413eefe9e33817a
