rank,track_name,artist_names,streams,previous_rank,peak_rank,total_days,streak,image_url
15,The Fate of Ophelia,Taylor Swift,2762953,14.0,1,213,213,https://i.scdn.co/image/ab67616d00001e02d7812467811a7da6e6a44902
117,Opalite,Taylor Swift,1437094,101.0,2,213,213,https://i.scdn.co/image/ab67616d00001e02d7812467811a7da6e6a44902
