rank,track_name,artist_names,streams,previous_rank,peak_rank,total_days
34,Look What You Made Me Do,Taylor Swift,1464007,35,1,67
47,Gorgeous,Taylor Swift,1195867,47,7,11
91,...Ready For It?,Taylor Swift,780776,90,3,58
119,I Don’t Wanna Live Forever (Fifty Shades Darker),"ZAYN, Taylor Swift",650195,117,2,303
