rank,track_name,artist_names,streams,previous_rank,peak_rank,total_days
56,I Don’t Wanna Live Forever (Fifty Shades Darker),"ZAYN, Taylor Swift",1060788,57,2,163
124,Shake It Off,Taylor Swift,602841,150,124,4
138,Blank Space,Taylor Swift,550850,142,122,4
185,Bad Blood,Taylor Swift,449591,200,165,4
188,Wildest Dreams,Taylor Swift,445740,183,173,4
196,Style,Taylor Swift,437979,195,162,4
