rank,track_name,artist_names,streams,previous_rank,peak_rank,streak,image_url,total_days
33,Lover,Taylor Swift,1835617,33,2,33,https://i.scdn.co/image/ab67616d0000b2734891d9b25d8919448388f3bb,
50,You Need To Calm Down,Taylor Swift,1311225,53,3,96,https://i.scdn.co/image/ab67616d0000b2735e90ff76fd49a23f7333de76,
76,The Man,Taylor Swift,1002741,75,4,26,https://i.scdn.co/image/ab67616d0000b273cad95e5a82b9df98e97cb68f,
83,ME! (feat. Brendon Urie of Panic! At The Disco),"Taylor Swift, Brendon Urie, Panic! At The Disco",963360,86,1,145,https://i.scdn.co/image/ab67616d0000b273daec894c14c0ca42d76eeb32,
133,Cruel Summer,Taylor Swift,797708,133,5,26,https://i.scdn.co/image/ab67616d0000b273a787f718fb485b66d6219247,
165,I Forgot That You Existed,Taylor Swift,690140,167,6,26,https://i.scdn.co/image/ab67616d0000b2737c39dd133836c2c1c87e34d6,
