rank,track_name,artist_names,streams,previous_rank,peak_rank,total_days
91,End Game,"Taylor Swift, Ed Sheeran, Future",919656,89,46,37
148,I Don’t Wanna Live Forever (Fifty Shades Darker),"ZAYN, Taylor Swift",673595,151,2,37
169,Look What You Made Me Do,Taylor Swift,618765,170,1,37
