rank,track_name,artist_names,streams,previous_rank,peak_rank,total_days
4,Look What You Made Me Do,Taylor Swift,3387718,3,1,24
31,...Ready For It?,Taylor Swift,1676334,30,3,15
94,I Don’t Wanna Live Forever (Fifty Shades Darker),"ZAYN, Taylor Swift",701456,95,2,260
