rank,track_name,artist_names,streams,previous_rank,peak_rank,total_days
95,End Game,"Taylor Swift, Ed Sheeran, Future",780612,122,73,8
100,Look What You Made Me Do,Taylor Swift,757516,120,1,8
126,I Don’t Wanna Live Forever (Fifty Shades Darker),"ZAYN, Taylor Swift",649416,143,2,8
168,...Ready For It?,Taylor Swift,526891,200,3,2
169,Delicate,Taylor Swift,525902,-1,147,1
