rank,track_name,artist_names,streams,previous_rank,peak_rank,streak,image_url,total_days
87,Christmas Tree Farm,Taylor Swift,1903098,84,73,3,https://i.scdn.co/image/ab67616d0000b273079fb6c5ba37dc11d66ce1e2,
126,willow,Taylor Swift,1540083,85,1,15,https://i.scdn.co/image/ab67616d0000b273efe2a536761d4f8e8401ae62,
