rank,track_name,artist_names,streams,previous_rank,peak_rank,streak,image_url,total_days
9,The Fate of Ophelia,Taylor Swift,3815976,8.0,1,167,https://i.scdn.co/image/ab67616d0000b2738265a736a1eb838ad5a0b921,167.0
42,Opalite,Taylor Swift,2060744,40.0,2,167,https://i.scdn.co/image/ab67616d00001e024229702de91cb3d3a4383302,167.0
153,Style,Taylor Swift,1316932,153.0,12,12,https://i.scdn.co/image/ab67616d00001e02bbd45c8d36e0e045ef640411,344.0
