rank,track_name,artist_names,streams,previous_rank,peak_rank,total_days
2,Look What You Made Me Do,Taylor Swift,4271610,2,1,16
10,...Ready For It?,Taylor Swift,2637001,7,3,7
88,I Don’t Wanna Live Forever (Fifty Shades Darker),"ZAYN, Taylor Swift",794252,89,2,252
