rank,track_name,artist_names,streams,previous_rank,peak_rank,total_days
19,Look What You Made Me Do,Taylor Swift,2098070,18,1,56
94,...Ready For It?,Taylor Swift,771450,93,3,47
111,I Don’t Wanna Live Forever (Fifty Shades Darker),"ZAYN, Taylor Swift",685795,111,2,292
