rank,track_name,artist_names,streams,previous_rank,peak_rank,total_days
79,Look What You Made Me Do,Taylor Swift,926933,78,1,112
108,End Game,"Taylor Swift, Ed Sheeran, Future",782364,167,107,4
129,...Ready For It?,Taylor Swift,713427,128,3,103
133,I Don’t Wanna Live Forever (Fifty Shades Darker),"ZAYN, Taylor Swift",711562,123,2,348
174,Gorgeous,Taylor Swift,594160,171,7,14
