rank,track_name,artist_names,streams,previous_rank,peak_rank,total_days
97,End Game,"Taylor Swift, Ed Sheeran, Future",809886,95,73,9
102,Look What You Made Me Do,Taylor Swift,775398,100,1,9
129,I Don’t Wanna Live Forever (Fifty Shades Darker),"ZAYN, Taylor Swift",669155,126,2,9
169,...Ready For It?,Taylor Swift,543216,168,3,3
173,Delicate,Taylor Swift,537493,169,147,2
