rank,track_name,artist_names,streams,previous_rank,peak_rank,total_days
131,I Don’t Wanna Live Forever (Fifty Shades Darker),"ZAYN, Taylor Swift",809051,120,2,6
135,Look What You Made Me Do,Taylor Swift,803348,102,1,6
147,End Game,"Taylor Swift, Ed Sheeran, Future",753530,103,73,6
