rank,track_name,artist_names,streams,previous_rank,peak_rank,total_days
18,Look What You Made Me Do,Taylor Swift,70937,12,12,13
104,...Ready For It?,Taylor Swift,29797,105,101,3
173,I Don’t Wanna Live Forever (Fifty Shades Darker),"ZAYN, Taylor Swift",19830,180,2,4
