rank,track_name,artist_names,streams,previous_rank,peak_rank,total_days
71,End Game,"Taylor Swift, Ed Sheeran, Future",1029424,61,46,30
144,I Don’t Wanna Live Forever (Fifty Shades Darker),"ZAYN, Taylor Swift",680694,141,2,30
149,Look What You Made Me Do,Taylor Swift,671285,144,1,30
