rank,track_name,artist_names,streams,previous_rank,peak_rank,total_days
48,End Game,"Taylor Swift, Ed Sheeran, Future",1348200,47,46,24
127,Look What You Made Me Do,Taylor Swift,725908,124,1,24
139,I Don’t Wanna Live Forever (Fifty Shades Darker),"ZAYN, Taylor Swift",688037,142,2,24
