rank,track_name,artist_names,streams,previous_rank,peak_rank,total_days
35,Look What You Made Me Do,Taylor Swift,1401873,36,1,66
47,Gorgeous,Taylor Swift,1164116,37,7,10
90,...Ready For It?,Taylor Swift,709281,90,3,57
117,I Don’t Wanna Live Forever (Fifty Shades Darker),"ZAYN, Taylor Swift",595572,121,2,302
