rank,track_name,artist_names,streams,previous_rank,peak_rank,streak,image_url,total_days
32,Delicate,Taylor Swift,1674545,28,24,28,,
125,September - Recorded at The Tracking Room Nashville,Taylor Swift,785310,-1,125,1,,
194,I Don’t Wanna Live Forever (Fifty Shades Darker),"ZAYN, Taylor Swift",585755,190,2,2,,
