rank,track_name,artist_names,streams,previous_rank,peak_rank,total_days,streak,image_url
15,The Fate of Ophelia,Taylor Swift,3313063,18.0,1,203,203,https://i.scdn.co/image/ab67616d00001e02d7812467811a7da6e6a44902
98,Opalite,Taylor Swift,1720756,107.0,2,203,203,https://i.scdn.co/image/ab67616d00001e02d7812467811a7da6e6a44902
