rank,track_name,artist_names,streams,previous_rank,peak_rank,total_days
78,Look What You Made Me Do,Taylor Swift,926082,76,1,111
123,I Don’t Wanna Live Forever (Fifty Shades Darker),"ZAYN, Taylor Swift",723482,123,2,347
128,...Ready For It?,Taylor Swift,710438,125,3,102
167,End Game,"Taylor Swift, Ed Sheeran, Future",607068,180,107,3
171,Gorgeous,Taylor Swift,599320,164,7,13
