rank,track_name,artist_names,streams,previous_rank,peak_rank,streak,image_url,total_days
79,Lover (Remix) [feat. Shawn Mendes],"Taylor Swift, Shawn Mendes",1024581,94.0,18,20,https://i.scdn.co/image/ab67616d0000b273e2d156fdc691f57900134342,
171,Lover,Taylor Swift,709542,191.0,2,109,https://i.scdn.co/image/ab67616d0000b273d0ccf94a2d981db731f5dab8,
179,You Need To Calm Down,Taylor Swift,681040,,3,1,https://i.scdn.co/image/ab67616d0000b273e787cffec20aa2a396a61647,
