rank,track_name,artist_names,streams,previous_rank,peak_rank,total_days
99,End Game,"Taylor Swift, Ed Sheeran, Future",833213,100,46,44
140,I Don’t Wanna Live Forever (Fifty Shades Darker),"ZAYN, Taylor Swift",678823,145,2,44
181,Look What You Made Me Do,Taylor Swift,571208,175,1,44
