rank,track_name,artist_names,streams,previous_rank,peak_rank,streak,image_url,total_days
59,Delicate,Taylor Swift,1165582,66,59,5,,
187,I Don’t Wanna Live Forever (Fifty Shades Darker),"ZAYN, Taylor Swift",556034,186,2,86,,
