rank,track_name,artist_names,streams,previous_rank,peak_rank,total_days
18,Look What You Made Me Do,Taylor Swift,2109274,14,1,55
93,...Ready For It?,Taylor Swift,767009,91,3,46
111,I Don’t Wanna Live Forever (Fifty Shades Darker),"ZAYN, Taylor Swift",674151,112,2,291
