rank,track_name,artist_names,streams,previous_rank,peak_rank,streak,image_url,total_days
23,The Fate of Ophelia,Taylor Swift,3721332,23.0,1,170,https://i.scdn.co/image/ab67616d0000b273fddfffec51b4580acae727c1,170.0
60,Opalite,Taylor Swift,1992549,59.0,2,170,https://i.scdn.co/image/ab67616d0000b2739a8d41dca4c7d0ef23d76dd7,170.0
152,Style,Taylor Swift,1311077,147.0,12,15,https://i.scdn.co/image/ab67616d0000b2739a336bfb6d40bbd90a507417,347.0
172,Cruel Summer,Taylor Swift,1268541,193.0,2,2,https://i.scdn.co/image/ab67616d0000b273d65c4773bc5061fd27facc5b,1014.0
