rank,track_name,artist_names,streams,previous_rank,peak_rank,total_days
58,End Game,"Taylor Swift, Ed Sheeran, Future",1068404,61,46,28
141,I Don’t Wanna Live Forever (Fifty Shades Darker),"ZAYN, Taylor Swift",656402,137,2,28
142,Look What You Made Me Do,Taylor Swift,654718,138,1,28
