rank,track_name,artist_names,streams,previous_rank,peak_rank,total_days,streak,image_url
14,The Fate of Ophelia,Taylor Swift,3361899,13.0,1,186,186,https://i.scdn.co/image/ab67616d00001e02d7812467811a7da6e6a44902
76,Opalite,Taylor Swift,1753190,76.0,2,186,186,https://i.scdn.co/image/ab67616d00001e02d7812467811a7da6e6a44902
178,Style,Taylor Swift,1235506,185.0,12,359,31,https://i.scdn.co/image/ab67616d00001e0252b2a3824413eefe9e33817a
