rank,track_name,artist_names,streams,previous_rank,peak_rank,total_days
12,Look What You Made Me Do,Taylor Swift,2357353,13,1,50
95,...Ready For It?,Taylor Swift,823335,84,3,41
119,I Don’t Wanna Live Forever (Fifty Shades Darker),"ZAYN, Taylor Swift",716890,110,2,286
