rank,track_name,artist_names,streams,previous_rank,peak_rank,total_days
79,Look What You Made Me Do,Taylor Swift,854614,75,1,88
119,...Ready For It?,Taylor Swift,668145,113,3,79
126,I Don’t Wanna Live Forever (Fifty Shades Darker),"ZAYN, Taylor Swift",634411,127,2,324
152,Gorgeous,Taylor Swift,564596,152,7,32
