rank,track_name,artist_names,streams,previous_rank,peak_rank,streak,image_url,total_days
93,Lover,Taylor Swift,930980,90,2,65,https://i.scdn.co/image/ab67616d0000b2732ca010dcf3863a07611d8b4f,
107,You Need To Calm Down,Taylor Swift,878158,101,3,128,https://i.scdn.co/image/ab67616d0000b273932b12f14fa07ba1e473c465,
155,ME! (feat. Brendon Urie of Panic! At The Disco),"Taylor Swift, Brendon Urie, Panic! At The Disco",719823,144,1,177,https://i.scdn.co/image/ab67616d0000b2735675e83f707f1d7271e5cf8a,
