rank,track_name,artist_names,streams,previous_rank,peak_rank,streak,image_url,total_days
16,Lover,Taylor Swift,2247100,15,4,7,https://i.scdn.co/image/ab67616d0000b273f528fc2d5d8b26e4e3413715,
38,You Need To Calm Down,Taylor Swift,1476935,39,3,70,https://i.scdn.co/image/ab67616d0000b2736239187793c9e492e687db01,
68,ME! (feat. Brendon Urie of Panic! At The Disco),"Taylor Swift, Brendon Urie, Panic! At The Disco",1048314,72,1,119,https://i.scdn.co/image/ab67616d0000b2739478c87599550dd73bfa7e02,
