rank,track_name,artist_names,streams,previous_rank,peak_rank,total_days,streak,image_url
19,The Fate of Ophelia,Taylor Swift,3340294,20.0,1,194,194,https://i.scdn.co/image/ab67616d00001e02d7812467811a7da6e6a44902
98,Opalite,Taylor Swift,1761365,97.0,2,194,194,https://i.scdn.co/image/ab67616d00001e02d7812467811a7da6e6a44902
