rank,track_name,artist_names,streams,previous_rank,peak_rank,streak,image_url,total_days
27,willow,Taylor Swift,1799347,126.0,1,16,https://i.scdn.co/image/ab67616d0000b273585897779cf3591ba0f07650,
120,champagne problems,Taylor Swift,919456,,3,1,https://i.scdn.co/image/ab67616d0000b273a2a6d54759001ebdfe9a37a1,
168,"no body, no crime (feat. HAIM)","Taylor Swift, HAIM",770104,,5,1,https://i.scdn.co/image/ab67616d0000b27356ac7b86e090f307e218e9c8,
