rank,track_name,artist_names,streams,previous_rank,peak_rank,total_days,streak,image_url
15,The Fate of Ophelia,Taylor Swift,3310981,16.0,1,210,210,https://i.scdn.co/image/ab67616d00001e02d7812467811a7da6e6a44902
106,Opalite,Taylor Swift,1717234,103.0,2,210,210,https://i.scdn.co/image/ab67616d00001e02d7812467811a7da6e6a44902
