rank,track_name,artist_names,streams,previous_rank,peak_rank,total_days
54,End Game,"Taylor Swift, Ed Sheeran, Future",1241860,67,54,19
121,Look What You Made Me Do,Taylor Swift,764966,120,1,19
142,I Don’t Wanna Live Forever (Fifty Shades Darker),"ZAYN, Taylor Swift",676665,145,2,19
195,...Ready For It?,Taylor Swift,537761,191,3,13
