rank,track_name,artist_names,streams,previous_rank,peak_rank,streak,image_url,total_days
8,The Fate of Ophelia,Taylor Swift,4008093,8.0,1,163,https://i.scdn.co/image/ab67616d0000b273e21cc1db05580b6f2d2a3b6e,163.0
42,Opalite,Taylor Swift,2107805,45.0,2,163,https://i.scdn.co/image/ab67616d00001e0249c26270052e1671add569c1,163.0
178,Style,Taylor Swift,1307835,171.0,12,8,https://i.scdn.co/image/ab67616d00001e021c5eacf6965d328c2c795cef,340.0
181,Cruel Summer,Taylor Swift,1290227,,2,1,https://i.scdn.co/image/ab67616d00001e02dcf27dec5e479b2e39c4c993,1012.0
