rank,track_name,artist_names,streams,previous_rank,peak_rank,total_days,streak,image_url
18,The Fate of Ophelia,Taylor Swift,3210814,18.0,1,202,202,https://i.scdn.co/image/ab67616d00001e02d7812467811a7da6e6a44902
107,Opalite,Taylor Swift,1642547,105.0,2,202,202,https://i.scdn.co/image/ab67616d00001e02d7812467811a7da6e6a44902
