rank,track_name,artist_names,streams,previous_rank,peak_rank,total_days
105,End Game,"Taylor Swift, Ed Sheeran, Future",786320,99,73,12
115,Look What You Made Me Do,Taylor Swift,731865,114,1,12
134,I Don’t Wanna Live Forever (Fifty Shades Darker),"ZAYN, Taylor Swift",642863,136,2,12
184,...Ready For It?,Taylor Swift,511406,178,3,6
