rank,track_name,artist_names,streams,previous_rank,peak_rank,total_days
2,Look What You Made Me Do,Taylor Swift,3970065,1,1,18
13,...Ready For It?,Taylor Swift,2370979,13,3,9
87,I Don’t Wanna Live Forever (Fifty Shades Darker),"ZAYN, Taylor Swift",767282,85,2,254
