rank,track_name,artist_names,streams,previous_rank,peak_rank,total_days
83,End Game,"Taylor Swift, Ed Sheeran, Future",783764,-1,73,1
95,Look What You Made Me Do,Taylor Swift,746916,-1,1,1
131,I Don’t Wanna Live Forever (Fifty Shades Darker),"ZAYN, Taylor Swift",637769,-1,2,1
179,...Ready For It?,Taylor Swift,516994,-1,3,1
