rank,track_name,artist_names,streams,previous_rank,peak_rank,total_days
14,Look What You Made Me Do,Taylor Swift,2135929,15,1,54
91,...Ready For It?,Taylor Swift,775391,92,3,45
112,I Don’t Wanna Live Forever (Fifty Shades Darker),"ZAYN, Taylor Swift",666504,115,2,290
