rank,track_name,artist_names,streams,previous_rank,peak_rank,streak,image_url,total_days
90,Lover,Taylor Swift,1032675,71,2,64,https://i.scdn.co/image/ab67616d0000b273b21a9f74afb120da9a3db3bf,
101,You Need To Calm Down,Taylor Swift,970342,91,3,127,https://i.scdn.co/image/ab67616d0000b27342d1d1b2410bdbe7d6488941,
144,ME! (feat. Brendon Urie of Panic! At The Disco),"Taylor Swift, Brendon Urie, Panic! At The Disco",791475,133,1,176,https://i.scdn.co/image/ab67616d0000b273af4acb77d1a4b71f7f4a67d2,
