rank,track_name,artist_names,streams,previous_rank,peak_rank,total_days,streak,image_url
17,The Fate of Ophelia,Taylor Swift,2958693,18.0,1,215,215,https://i.scdn.co/image/ab67616d00001e02d7812467811a7da6e6a44902
103,Opalite,Taylor Swift,1575595,101.0,2,215,215,https://i.scdn.co/image/ab67616d00001e02d7812467811a7da6e6a44902
