rank,track_name,artist_names,streams,previous_rank,peak_rank,total_days
91,End Game,"Taylor Swift, Ed Sheeran, Future",839722,101,73,14
118,Look What You Made Me Do,Taylor Swift,724294,117,1,14
138,I Don’t Wanna Live Forever (Fifty Shades Darker),"ZAYN, Taylor Swift",637810,131,2,14
187,...Ready For It?,Taylor Swift,513826,185,3,8
196,Delicate,Taylor Swift,493056,198,147,2
