rank,track_name,artist_names,streams,previous_rank,peak_rank,total_days,streak,image_url
17,The Fate of Ophelia,Taylor Swift,3284435,17.0,1,205,205,https://i.scdn.co/image/ab67616d00001e02d7812467811a7da6e6a44902
102,Opalite,Taylor Swift,1752572,105.0,2,205,205,https://i.scdn.co/image/ab67616d00001e02d7812467811a7da6e6a44902
