rank,track_name,artist_names,streams,previous_rank,peak_rank,streak,image_url,total_days
3,You Need To Calm Down,Taylor Swift,5011975,,3,1,https://i.scdn.co/image/ab67616d0000b27339c2bb49427b90c6ab9b2a5d,
19,ME! (feat. Brendon Urie of Panic! At The Disco),"Taylor Swift, Brendon Urie, Panic! At The Disco",2202907,27.0,1,50,https://i.scdn.co/image/ab67616d0000b273896ffcd42561c44fea2bae7b,
173,Blank Space,Taylor Swift,717304,,122,1,https://i.scdn.co/image/ab67616d0000b273d09f96d82310d4d77c14c108,
175,Delicate,Taylor Swift,715869,,24,1,https://i.scdn.co/image/ab67616d0000b273838698485511bd9108fadadc,
