rank,track_name,artist_names,streams,previous_rank,peak_rank,streak,image_url,total_days
16,You Need To Calm Down,Taylor Swift,2347153,13,3,26,https://i.scdn.co/image/ab67616d0000b2738643435482956bab8aa6fcfe,
65,ME! (feat. Brendon Urie of Panic! At The Disco),"Taylor Swift, Brendon Urie, Panic! At The Disco",1255422,60,1,75,https://i.scdn.co/image/ab67616d0000b273de1a3a5eaa0c75bb18e7b597,
