rank,track_name,artist_names,streams,previous_rank,peak_rank,streak,image_url,total_days
23,The Fate of Ophelia,Taylor Swift,3885572,8.0,1,169,https://i.scdn.co/image/ab67616d0000b2737b1b6f41c1645af9757d5616,169.0
59,Opalite,Taylor Swift,2062557,40.0,2,169,https://i.scdn.co/image/ab67616d0000b2738265a736a1eb838ad5a0b921,169
147,Style,Taylor Swift,1385050,163.0,12,14,https://i.scdn.co/image/ab67616d0000b273bbd45c8d36e0e045ef640411,346.0
193,Cruel Summer,Taylor Swift,1259343,,2,1,https://i.scdn.co/image/ab67616d0000b27391d5acc78d65f39ab8259b07,1013.0
