rank,track_name,artist_names,streams,previous_rank,peak_rank,total_days
60,Look What You Made Me Do,Taylor Swift,1127957,53,1,79
85,Call It What You Want,Taylor Swift,865932,57,37,9
87,...Ready For It?,Taylor Swift,847696,79,3,70
94,Gorgeous,Taylor Swift,818475,81,7,23
118,I Don’t Wanna Live Forever (Fifty Shades Darker),"ZAYN, Taylor Swift",707406,111,2,315
