rank,track_name,artist_names,streams,previous_rank,peak_rank,total_days
2,Look What You Made Me Do,Taylor Swift,4022839,2,1,19
13,...Ready For It?,Taylor Swift,2354491,13,3,10
87,I Don’t Wanna Live Forever (Fifty Shades Darker),"ZAYN, Taylor Swift",793150,87,2,255
