rank,track_name,artist_names,streams,previous_rank,peak_rank,total_days
99,End Game,"Taylor Swift, Ed Sheeran, Future",839763,91,73,11
114,Look What You Made Me Do,Taylor Swift,770357,106,1,11
136,I Don’t Wanna Live Forever (Fifty Shades Darker),"ZAYN, Taylor Swift",676142,130,2,11
178,...Ready For It?,Taylor Swift,550351,170,3,5
188,Delicate,Taylor Swift,530807,171,147,4
