rank,track_name,artist_names,streams,previous_rank,peak_rank,total_days
96,Look What You Made Me Do,Taylor Swift,760211,87,1,95
132,I Don’t Wanna Live Forever (Fifty Shades Darker),"ZAYN, Taylor Swift",624790,134,2,331
150,...Ready For It?,Taylor Swift,579205,155,3,86
191,Gorgeous,Taylor Swift,470628,196,7,2
