rank,track_name,artist_names,streams,previous_rank,peak_rank,streak,image_url,total_days
33,Lover,Taylor Swift,1792151,34,2,32,https://i.scdn.co/image/ab67616d0000b2739478c87599550dd73bfa7e02,
53,You Need To Calm Down,Taylor Swift,1257684,56,3,95,https://i.scdn.co/image/ab67616d0000b2738da62aa4aa86bb58f67196e9,
75,The Man,Taylor Swift,984156,85,4,25,https://i.scdn.co/image/ab67616d0000b273fe0b8453036cd35aa89eb6ad,
86,ME! (feat. Brendon Urie of Panic! At The Disco),"Taylor Swift, Brendon Urie, Panic! At The Disco",926488,95,1,144,https://i.scdn.co/image/ab67616d0000b273693dbf001d5b2d06ad9e5f4d,
133,Cruel Summer,Taylor Swift,777427,141,5,25,https://i.scdn.co/image/ab67616d0000b273f7db43292a6a99b21b51d5b4,
167,I Forgot That You Existed,Taylor Swift,665925,187,6,25,https://i.scdn.co/image/ab67616d0000b2737c39dd133836c2c1c87e34d6,
