rank,track_name,artist_names,streams,previous_rank,peak_rank,total_days
89,Look What You Made Me Do,Taylor Swift,806691,86,1,92
132,I Don’t Wanna Live Forever (Fifty Shades Darker),"ZAYN, Taylor Swift",627378,126,2,328
146,...Ready For It?,Taylor Swift,584631,136,3,83
193,Gorgeous,Taylor Swift,473872,173,7,36
