rank,track_name,artist_names,streams,previous_rank,peak_rank,streak,image_url,total_days
99,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Taylor Swift,1029413,95,1,90,https://i.scdn.co/image/ab67616d0000b2735675e83f707f1d7271e5cf8a,
136,Blank Space,Taylor Swift,879930,136,120,32,https://i.scdn.co/image/ab67616d0000b273926f43e7cce571e62720fd46,
