rank,track_name,artist_names,streams,previous_rank,peak_rank,streak,image_url,total_days
83,Lover (Remix) [feat. Shawn Mendes],"Taylor Swift, Shawn Mendes",1028698,71,18,18,https://i.scdn.co/image/ab67616d0000b27359814794af144d08dae50672,
186,Lover,Taylor Swift,674604,171,2,107,https://i.scdn.co/image/ab67616d0000b2735929af1edd645142df679910,
191,You Need To Calm Down,Taylor Swift,671377,169,3,170,https://i.scdn.co/image/ab67616d0000b273c0862332847213b151ffab31,
