rank,track_name,artist_names,streams,previous_rank,peak_rank,streak,image_url,total_days
32,You Need To Calm Down,Taylor Swift,1683587,32,3,49,https://i.scdn.co/image/ab67616d0000b273c820f033bd82bef4355d1563,
49,The Archer,Taylor Swift,1436142,49,9,10,https://i.scdn.co/image/ab67616d0000b27365b0e3e1bd8b5fe2f602c1ea,
75,ME! (feat. Brendon Urie of Panic! At The Disco),"Taylor Swift, Brendon Urie, Panic! At The Disco",1058414,70,1,98,https://i.scdn.co/image/ab67616d0000b273dc854e032e8588d5e75eebc6,
