rank,track_name,artist_names,streams,previous_rank,peak_rank,total_days
1,Look What You Made Me Do,Taylor Swift,5489086,1,1,4
100,I Don’t Wanna Live Forever (Fifty Shades Darker),"ZAYN, Taylor Swift",777018,102,2,240
198,Shake It Off,Taylor Swift,446198,-1,124,1
