rank,track_name,artist_names,streams,previous_rank,peak_rank,total_days
15,Gorgeous,Taylor Swift,2117015,11,7,5
21,Look What You Made Me Do,Taylor Swift,1922497,20,1,61
113,...Ready For It?,Taylor Swift,679547,116,3,52
115,I Don’t Wanna Live Forever (Fifty Shades Darker),"ZAYN, Taylor Swift",672143,117,2,297
